original_meal,cleaned_meal,cluster_id
شاورما/ سكالوب مقلي,شاورما سكالوب مقلي,49
زعرورة/ مشمش,زعرورة مشمش,6
أرز/ بطاطا,أرز بطاطا,12
نكثارين,نكثارين,22
سطة,سطة,22
زعرورة/مشمش,زعرورة مشمش,6
خبز+ حليب,خبز حليب,25
شخوخة,شخوخة,6
تونةة,تونةة,23
غراتان باللحم المرحي,غراتان باللحم المرحي,27
فاكهة موسمية أو مشتقات الحليب,فاكهة موسمية أو مشتقات الحليب,43
فواكه أو تحلية,فواكه أو تحلية,43
فريت أرز,فريت أرز,44
مقرقشات,مقرقشات,20
كباب/شطيطحة لحم,كباب شطيطحة لحم,49
غراتان لادجاج,غراتان لادجاج,27
طاجي العين,طاجي العين,22
ياوورت معطر/ كريم ديسار,ياوورت معطر كريم ديسار,9
فريث/أرز,فريث أرز,44
حساء الخضر/ حريرة,حساء الخضر حريرة,48
فريث/ أرز,فريث أرز,44
كباب/ شطيطحة لحم,كباب شطيطحة لحم,49
كباب / شطيطحة لحم,كباب شطيطحة لحم,49
شربة فريك بللحم الخروف,شربة فريك بللحم الخروف,5
شربة فريك بلحم الروف,شربة فريك بلحم الروف,35
سمك طازج/تونة,سمك طازج تونة,23
فريث أومليث,فريث أومليث,46
حساء العدس الأحمر,حساء العدس الأحمر,48
حليب+ حلويات,حليب حلويات,25
ياوورث بافواكه,ياوورث بافواكه,9
حساء العدس,حساء العدس,48
ياوورث بالفواكه,ياوورث بالفواكه,9
سردين معلب(تونة),سردين معلب تونة,38
ياوورث بالفواكه,ياوورث بالفواكه,9
تليتي,تليتي,29
حميص أو فلفل مقلي,حميص أو فلفل مقلي,37
سردين طازج أو معلب,سردين طازج أو معلب,38
سردين معلب أو تونة,سردين معلب أو تونة,38
تليتبي,تليتبي,29
سردين طازج/معلب,سردين طازج معلب,38
كباب(كباب بالزيتون),كباب كباب بالزيتون,28
سباغيثي,سباغيثي,24
(كباب(كباب بالزيتون,كباب كباب بالزيتون,28
حميص أو فلفل مقلي,حميص أو فلفل مقلي,37
كباب/كباب بالزيتون,كباب كباب بالزيتون,28
كباب بالزيتون/كباب,كباب بالزيتون كباب,28
غراتان بطاطا بالدجاج,غراتان بطاطا بالدجاج,27
ارز+,ارز,44
حميص أو فلفل مفلي,حميص أو فلفل مفلي,46
حميص أ فلفل مقلي,حميص أ فلفل مقلي,46
سردين طازج أو معلب,سردين طازج أو معلب,38
غراتان دجاج أو لحم,غراتان دجاج أو لحم,27
غراتان لحم أو دجاج,غراتان لحم أو دجاج,27
(فاكهة موسمية(مندرين,فاكهة موسمية مندرين,43
فواكه موسمية(موز),فواكه موسمية موز,43
لحم(قطع صغيرة),لحم قطع صغيرة,33
(برتقال)فواكه موسمية,برتقال فواكه موسمية,43
(سردين طازج (أو معلب,سردين طازج أو معلب,38
قراتان دجاج أو لحم,قراتان دجاج أو لحم,45
فاكهة موسمية(موز),فاكهة موسمية موز,43
(لحم  (دجاج,لحم دجاج,45
ياوورث معطر أو كريم ديسار,ياوورث معطر أو كريم ديسار,9
حلويات جافة أو هلاليات,حلويات جافة أو هلاليات,7
كباب أو شطيطحة لحم,كباب أو شطيطحة لحم,49
حساء شعيرية,حساء شعيرية,48
زلابية أو مقرقشات,زلابية أو مقرقشات,30
برغر,برغر,40
كباب أو شطيطحة,كباب أو شطيطحة,49
برغر,برغر,40
حلويات جافة أو هلاليات,حلويات جافة أو هلاليات,7
حساء شعيرية بلحم الخروف,حساء شعيرية بلحم الخروف,5
زبدة ومعجون,زبدة ومعجون,32
كريم  ديسير,كريم ديسير,18
طاجين الجبن بلحم العجل,طاجين الجبن بلحم العجل,1
رولي باللحم المفروم,رولي باللحم المفروم,33
كأس قهوة و حليب,كأس قهوة و حليب,8
بطاطا كوشة بالجلبانة,بطاطا كوشة بالجلبانة,12
دجاج فالفرن,دجاج فالفرن,45
غراتان بالخضار والجبن,غراتان بالخضار والجبن,27
سباغيتي بالمرق,سباغيتي بالمرق,40
خير,خير,26
بطاطا شطيطحة,بطاطا شطيطحة,12
دجاج فالفرن,دجاج فالفرن,45
بطاطا كوشة بالجلبانة,بطاطا كوشة بالجلبانة,12
مقارون بالمرق,مقارون بالمرق,20
جبن وجبة بيض,جبن وجبة بيض,11
قراتان بالخضار والجبن,قراتان بالخضار والجبن,37
بطاطا فريت بالجلبانة,بطاطا فريت بالجلبانة,36
بطاطا بالجلبانة,بطاطا بالجلبانة,36
شطيطحة بطاطا,شطيطحة بطاطا,12
سمك او طونة,سمك او طونة,2
بطاطا راغو بالجلبانة,بطاطا راغو بالجلبانة,36
غراتان بالخضار,غراتان بالخضار,27
فواكهة,فواكهة,43
بطاطا غراتان بالخضار,بطاطا غراتان بالخضار,27
قالات,قالات,22
بطاطا بالبسباس,بطاطا بالبسباس,12
مقارون لولبي,مقارون لولبي,22
خبز خبز,خبز خبز,3
طوتة,طوتة,22
قطعة باتي,قطعة باتي,22
سلاطة فواكة,سلاطة فواكة,41
ابن أو حليب,ابن أو حليب,25
لحم حلو,لحم حلو,33
طارتولات,طارتولات,22
خضار صوتي,خضار صوتي,37
سلاطة فواكة,سلاطة فواكة,41
طاجين زيتون بالفطر والفريت,طاجين زيتون بالفطر والفريت,2
لحم رولي محشي,لحم رولي محشي,33
قرنون بالجلبانة والفريت,قرنون بالجلبانة والفريت,36
حبة بوراك,حبة بوراك,24
بطاطا راغو,بطاطا راغو,12
جلبانة بالجزر,جلبانة بالجزر,36
قهوة حليب +هلاليات,قهوة حليب هلاليات,8
يلغورث,يلغورث,22
جلبامة,جلبامة,22
مثوم فريت + حمص,مثوم فريت حمص,33
بتي بان بالشكولاطة,بتي بان بالشكولاطة,34
مثوم فريت حمص,مثوم فريت حمص,33
حلوى,حلوى,7
شطيطحة حمص بالبطاطس,شطيطحة حمص بالبطاطس,49
كروكي او قالات,كروكي او قالات,6
جلبانة فريت,جلبانة فريت,36
بوقة/ساورال,بوقة ساورال,22
عنب او لبن,عنب او لبن,32
بوقة/صاورال,بوقة صاورال,46
بوقا/ساورال,بوقا ساورال,28
بوقا/صاورال,بوقا صاورال,22
مقارون لولبي,مقارون لولبي,22
طامسون/مندرين,طامسون مندرين,20
ياغورث,ياغورث,9
سمك بوقا/صاورال,سمك بوقا صاورال,24
رشته,رشته,22
حساء/شربة,حساء شربة,48
فريت+ الزيتون بدون نواه,فريت الزيتون بدون نواه,21
قطعة حلوى,قطعة حلوى,7
حساء/شربة,حساء شربة,48
قطعة حلوى,قطعة حلوى,7
شطيطحة فريت,شطيطحة فريت,49
رشته,رشته,22
حساء/شربة,حساء شربة,48
حساء/شربة,حساء شربة,48
سباغتى,سباغتى,28
تونة65 غ,تونة65 غ,23
فريت جلبانة,فريت جلبانة,36
سلاطة متنوعة/ماسدوان,سلاطة متنوعة ماسدوان,41
جبن /البيض,جبن البيض,11
شطيطحة بطاطا,شطيطحة بطاطا,12
ماسيدوان/سلاطة متنوعة,ماسيدوان سلاطة متنوعة,41
شربة / حساء,شربة حساء,48
بطاطا جلبانة,بطاطا جلبانة,36
طاجين الزيتنون,طاجين الزيتنون,2
طونة65غ,طونة65غ,2
شربة فارمسال/حساء,شربة فارمسال حساء,35
بطاطا غرتان,بطاطا غرتان,12
شربة فارمسال /حساء,شربة فارمسال حساء,35
كرام سار,كرام سار,18
طاجين الزيتون,طاجين الزيتون,2
كاشير /باتي بالجبن,كاشير باتي بالجبن,1
اللجم,اللجم,46
كاشير / باتي بالجبن,كاشير باتي بالجبن,1
الفريت,الفريت,22
اللحم لحلو,اللحم لحلو,33
الأرز+فريت,الأرز فريت,44
خضر صوتي,خضر صوتي,37
بريك عنابي,بريك عنابي,22
جلبانة بالقرون+فريت,جلبانة بالقرون فريت,36
ماشطو بالبصل و طماطم,ماشطو بالبصل و طماطم,49
أرز فريت,أرز فريت,44
جلبانة بالفريت و القرنون,جلبانة بالفريت و القرنون,36
حبة جبن,حبة جبن,1
ماسسدوان,ماسسدوان,20
الارز فريت,الارز فريت,44
كاشير/باتي بالجبن,كاشير باتي بالجبن,1
حبة حلوى,حبة حلوى,46
جلبانة بالطاطا بالجزر,جلبانة بالطاطا بالجزر,36
قطعة حلوة,قطعة حلوة,7
فريت حمص,فريت حمص,33
جلبانة بطاطا جزر,جلبانة بطاطا جزر,36
جلبانة بطاطا بجزر,جلبانة بطاطا بجزر,36
قهوة حليبب,قهوة حليبب,8
فريت بالحمص,فريت بالحمص,33
فريت خمص,فريت خمص,46
قطعة خلوى,قطعة خلوى,22
بطاطا جلبانة,بطاطا جلبانة,36
طونة 65غ,طونة 65غ,2
كاشير /باتي بالجبن,كاشير باتي بالجبن,1
عصير 01,عصير 01,47
بطاطا غرتان,بطاطا غرتان,12
كاشير / باتي بالجبن,كاشير باتي بالجبن,1
بطاطا راغور,بطاطا راغور,12
تشكشوكة +فريت,تشكشوكة فريت,6
خبز بالزبدة,خبز بالزبدة,3
الاقامة الجامعية فلفول العربي,الاقامة الجامعية فلفول العربي,46
بطاطا بالجلبانة,بطاطا بالجلبانة,36
الاقامة الجامعية رايس احمد,الاقامة الجامعية رايس احمد,18
حبة البيض,حبة البيض,11
حبة البيض,حبة البيض,11
بطاطا بالخمص,بطاطا بالخمص,12
الخبز بالزبدة,الخبز بالزبدة,3
سباغتي او مقارون,سباغتي او مقارون,22
مقارون او سباغتي,مقارون او سباغتي,22
سباغتي او لوبيا,سباغتي او لوبيا,28
سباغتي / لوبيا,سباغتي لوبيا,28
لوبيا / سباغتي,لوبيا سباغتي,28
سباغتي/لوبيا,سباغتي لوبيا,28
بطاطا بالحمص,بطاطا بالحمص,19
لوبيا او سباغتي,لوبيا او سباغتي,28
جبة,جبة,1
مثوم.بالفريت,مثوم بالفريت,46
كرام ذسار,كرام ذسار,18
مثوم فريت,مثوم فريت,46
طونة65غ/علبة سردين,طونة65غ علبة سردين,38
بطاطا في فرن,بطاطا في فرن,19
علبة سردين,علبة سردين,38
قهوة حليب+,قهوة حليب,8
صير,صير,22
طونه 65غ,طونه 65غ,2
سلاطة متنوعةة,سلاطة متنوعةة,41
فاكهة وحدة,فاكهة وحدة,15
قطعة حلوي,قطعة حلوي,7
كأس حليب,كأس حليب,25
كأس  قهوة حليب,كأس قهوة حليب,8
جلبان مجفف,جلبان مجفف,36
مرق مشكل,مرق مشكل,40
جريرة,جريرة,22
خبز بشوكولا,خبز بشوكولا,34
كورواصون,كورواصون,9
قراتان +لحم خروف,قراتان لحم خروف,5
مربى خبز وزبدة,مربى خبز وزبدة,32
مرقة مشكلة,مرقة مشكلة,40
مرق مشكل,مرق مشكل,40
سلالطة,سلالطة,41
قشطة,قشطة,6
لحم لخروف,لحم لخروف,5
كورواصو,كورواصو,9
خبز مربي زبدة,خبز مربي زبدة,32
مربى زبدة خبز,مربى زبدة خبز,32
تمر ولبن,تمر ولبن,32
خبز شكولا,خبز شكولا,34
تمر و لبن,تمر و لبن,25
كورواسون,كورواسون,18
مقون,مقون,20
زيتون اكحل,زيتون اكحل,21
لبياء,لبياء,22
سلطة الكرند,سلطة الكرند,31
سلطة ارز+زيتون اخضر,سلطة ارز زيتون اخضر,44
طماطم +زيتون اخضر,طماطم زيتون اخضر,0
فاكهة الفصل,فاكهة الفصل,43
سلطةالطماطم+بصل,سلطةالطماطم بصل,0
مرق مشكل+جبن مقطع,مرق مشكل جبن مقطع,40
سلطة الكرنب+زيتون اخضر,سلطة الكرنب زيتون اخضر,0
